"","Tubelabel_species","Date_Extracted","Raw_ng_ul","Date_Enriched","Microbe_Location","Month_year","colony","CollectionDate","Species","Health_status","Sample_physical_location","Extraction_physical_location","immune_y.n","Condition"
"1","012024_BEL_CBC_T1_557_SSID","2_17_2025","44.6","","","012024","1_3","1/10/24","SSID","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"2","012024_BEL_CBC_T1_559_MCAV","2_17_2025","14.8","","","012024","1_24","1/10/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"3","012024_BEL_CBC_T1_561_OANN","2_17_2025","18","","","012024","1_25","1/10/24","OANN","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"4","012024_BEL_CBC_T1_563_PSTR","2_17_2025","35.8","","","012024","1_12","1/10/24","PSTR","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"5","012024_BEL_CBC_T1_565_PAST","2_17_2025","7.72","","","012024","1_21","1/10/24","PAST","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLP"
"6","012024_BEL_CBC_T2_585_OFAV","2_17_2025","71.6","","","012024","2_76","1/12/24","OFAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"7","012024_BEL_CBC_T2_587_SSID","2_17_2025","48.8","","","012024","2_72","1/12/24","SSID","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLB"
"8","012024_BEL_CBC_T2_589_SSID","2_17_2025","47.6","","","012024","2_73","1/12/24","SSID","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLB"
"9","012024_BEL_CBC_T2_591_PAST","2_17_2025","29.4","","","012024","2_68","1/12/24","PAST","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"10","012024_BEL_CBC_T2_593_MCAV","2_17_2025","24.8","","","012024","2_69","1/12/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"11","012024_BEL_CBC_T2_595_PAST","2_17_2025","21.8","","","012024","2_63","1/12/24","PAST","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"12","012024_BEL_CBC_T2_597_PAST","2_17_2025","1.88","","","012024","2_57","1/12/24","PAST","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"13","012024_BEL_CBC_T2_599_MCAV","2_17_2025","21.8","","","012024","2_60","1/12/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"14","012024_BEL_CBC_T2_601_OFAV","2_17_2025","89","","","012024","2_79","1/12/24","OFAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"15","012024_BEL_CBC_T2_603_MCAV","2_17_2025","5.66","","","012024","2_55","1/12/24","MCAV","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLP"
"16","012024_BEL_CBC_T2_605_SSID","2_17_2025","59.8","","","012024","2_99","1/12/24","SSID","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLB"
"17","012024_BEL_CBC_T3_625_SSID","2_20_2025","16.2","","","012024","3_33","1/10/24","SSID","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","DC"
"18","012024_BEL_CBC_T3_627_PAST","2_20_2025","10.5","","","012024","3_34","1/10/24","PAST","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"19","012024_BEL_CBC_T3_629_OFAV","2_20_2025","62","","","012024","3_39","1/10/24","OFAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"20","012024_BEL_CBC_T3_631_MCAV","2_20_2025","77.6","","","012024","3_21","1/10/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"21","012024_BEL_CBC_T3_633_MCAV","2_17_2025","49.8","","","012024","3_2","1/10/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Diseased_Other, CLP"
"22","012024_BEL_CBC_T3_635_OFAV","2_20_2025","90.4","","","012024","3_38","1/10/24","OFAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"23","012024_BEL_CBC_T3_637_SSID","2_20_2025","6.46","","","012024","3_5","1/10/24","SSID","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"24","012024_BEL_CBC_T3_639_OFAV","2_20_2025","77.8","","","012024","3_66","1/10/24","OFAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"25","012024_BEL_CBC_T3_640_MCAV","2_20_2025","7.4","","","012024","3_14","1/10/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"26","012024_BEL_CBC_T3_642_PSTR","2_20_2025","2.04","","","012024","3_20","1/10/24","PSTR","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"27","012024_BEL_CBC_T3_644_PSTR","2_20_2025","48.8","","","012024","3_70","1/10/24","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLP"
"28","012024_BEL_CBC_T4_661_PSTR","2_20_2025","1.41","","","012024","4_98","1/9/24","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLB"
"29","012024_BEL_CBC_T4_663_PSTR","2_20_2025","8.44","","","012024","4_79","1/9/24","PSTR","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"30","012024_BEL_CBC_T4_665_MCAV","2_20_2025","16.3","","","012024","4_76","1/9/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"31","012024_BEL_CBC_T4_667_OFAV","2_20_2025","55.8","","","012024","4_78","1/9/24","OFAV","Bleached_Tissue","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","CLP"
"32","012024_BEL_CBC_T4_669_MCAV","2_20_2025","30.8","","","012024","4_30","1/9/24","MCAV","Healthy","UML_NARWHAL_R5_B18","UML_NARWHAL_R2_B16","y","Healthy"
"33","022024_BEL_CBC_T1_771_PAST","11_22_2024","23.8","","","022024","1_2","2/23/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"34","022024_BEL_CBC_T1_773_SSID","11_22_2024","61.8","","","022024","1_3","2/23/24","SSID","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Diseased"
"35","022024_BEL_CBC_T1_774_MCAV","11_22_2024","31.2","","","022024","1_24","2/23/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"36","022024_BEL_CBC_T1_775_OANN","11_22_2024","13.8","","","022024","1_25","2/23/24","OANN","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"37","022024_BEL_CBC_T1_776_PSTR","11_22_2024","20.2","","","022024","1_12","2/23/24","PSTR","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"38","022024_BEL_CBC_T2_804_OFAV","11_22_2024","86.8","","","022024","2_76","2/22/24","OFAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"39","022024_BEL_CBC_T2_805_SSID","9_10_2024","10.2","","","022024","2_72","2/22/24","SSID","Diseased_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B11","y","Diseased"
"40","022024_BEL_CBC_T2_806_SSID","11_4_2024","2.46","","","022024","2_72","2/22/24","SSID","Diseased_Margin","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B11","y","Diseased"
"41","022024_BEL_CBC_T2_807_SSID","11_22_2024","77.6","","","022024","2_73","2/22/24","SSID","Bleached_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","CLB"
"42","022024_BEL_CBC_T2_808_PAST","11_22_2024","32","","","022024","2_68","2/22/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"43","022024_BEL_CBC_T2_809_MCAV","11_22_2024","52.6","","","022024","2_69","2/22/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"44","022024_BEL_CBC_T2_810_SSID","11_22_2024","81.2","","","022024","2_99","2/22/24","SSID","Bleached_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","CLP"
"45","022024_BEL_CBC_T2_811_PAST","11_22_2024","13.5","","","022024","2_63","2/22/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"46","022024_BEL_CBC_T2_812_PAST","11_22_2024","26.6","","","022024","2_57","2/22/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"47","022024_BEL_CBC_T2_813_MCAV","11_22_2024","69","","","022024","2_55","2/22/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"48","022024_BEL_CBC_T2_814_MCAV","11_22_2024","58.2","","","022024","2_60","2/22/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"49","022024_BEL_CBC_T2_815_OFAV","11_22_2024","60.2","","","022024","2_79","2/22/24","OFAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"50","022024_BEL_CBC_T3_842_MCAV","9_10_2024","27","","","022024","3_2","2/24/24","MCAV","Diseased_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B11","y","Diseased_Other"
"51","022024_BEL_CBC_T3_843_MCAV","11_4_2024","2.94","","","022024","3_2","2/24/24","MCAV","Diseased_Margin","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B11","y","Diseased_Other"
"52","022024_BEL_CBC_T3_844_OFAV","11_26_2024","110","","","022024","3_38","2/24/24","OFAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"53","022024_BEL_CBC_T3_845_SSID","11_26_2024","82.6","","","022024","3_5","2/24/24","SSID","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"54","022024_BEL_CBC_T3_846_OFAV","","","","","022024","3_66","2/24/24","OFAV","Healthy","UML_NARWHAL_R5_B23","","y","Healthy"
"55","022024_BEL_CBC_T3_847_PAST","11_26_2024","54","","","022024","3_10","2/24/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"56","022024_BEL_CBC_T3_848_MCAV","11_26_2024","59","","","022024","3_14","2/24/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"57","022024_BEL_CBC_T3_849_PSTR","11_26_2024","81","","","022024","3_20","2/24/24","PSTR","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"58","022024_BEL_CBC_T3_850_MCAV","11_26_2024","91.5","","","022024","3_21","2/24/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"59","022024_BEL_CBC_T3_851_PSTR","11_26_2024","64.2","","","022024","3_70","2/24/24","PSTR","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"60","022024_BEL_CBC_T3_852_OFAV","11_26_2024","49.5","","","022024","3_39","2/24/24","OFAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"61","022024_BEL_CBC_T3_853_SSID","11_26_2024","34.1","","","022024","3_33","2/24/24","SSID","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","DC"
"62","022024_BEL_CBC_T3_854_PAST","11_26_2024","36","","","022024","3_34","2/24/24","PAST","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"63","022024_BEL_CBC_T4_870_MCAV","11_26_2024","41.4","","","022024","4_28","2/24/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"64","022024_BEL_CBC_T4_871_PSTR","11_26_2024","91.4","","","022024","4_98","2/24/24","PSTR","Bleached_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","CLP"
"65","022024_BEL_CBC_T4_872_PSTR","11_26_2024","23.4","","","022024","4_79","2/24/24","PSTR","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"66","022024_BEL_CBC_T4_873_MCAV","11_26_2024","81.4","","","022024","4_76","2/24/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"67","022024_BEL_CBC_T4_874_OFAV","11_26_2024","35.9","","","022024","4_78","2/24/24","OFAV","Bleached_Tissue","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","CLP"
"68","022024_BEL_CBC_T4_875_MCAV","11_26_2024","39","","","022024","4_30","2/24/24","MCAV","Healthy","UML_NARWHAL_R5_B23","UML_NARWHAL_R2_B13","y","Healthy"
"69","042024_BEL_CBC_T1_924_MCAV","12_2_2024","40.4","","","042024","1_24","4/25/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"70","042024_BEL_CBC_T1_927_PSTR","12_2_2024","24.7","","","042024","1_12","4/25/24","PSTR","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"71","042024_BEL_CBC_T1_928_OANN","12_2_2024","14.9","","","042024","1_25","4/25/24","OANN","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"72","042024_BEL_CBC_T1_931_SSID","9_9_2024","33.2","","","042024","1_3","4/25/24","SSID","Diseased_Tissue","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B11","y","Diseased"
"73","042024_BEL_CBC_T1_932_SSID","11_4_2024","3.14","","","042024","1_3","4/25/24","SSID","Diseased_Margin","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B11","y","Diseased"
"74","042024_BEL_CBC_T2_1014_OFAV","12_2_2024","59","","","042024","2_79","4/26/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"75","042024_BEL_CBC_T2_1016_MCAV","12_2_2024","47.4","","","042024","2_55","4/26/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"76","042024_BEL_CBC_T2_1017_MCAV","12_2_2024","4.47","","","042024","2_60","4/26/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"77","042024_BEL_CBC_T2_1018_PAST","12_2_2024","25.9","","","042024","2_57","4/26/24","PAST","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"78","042024_BEL_CBC_T2_1025_SSID","12_2_2024","49.8","","","042024","2_73","4/26/24","SSID","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"79","042024_BEL_CBC_T2_1026_OFAV","12_2_2024","72.8","","","042024","2_76","4/26/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"80","042024_BEL_CBC_T2_1027_PAST","12_2_2024","14.7","","","042024","2_68","4/26/24","PAST","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"81","042024_BEL_CBC_T2_1028_PAST","12_2_2024","28.5","","","042024","2_63","4/26/24","PAST","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"82","042024_BEL_CBC_T2_1034_SSID","9_9_2024","26","","","042024","2_99","4/26/24","SSID","Diseased_Tissue","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B11","y","Diseased"
"83","042024_BEL_CBC_T2_1035_SSID","11_4_2024","1.14","","","042024","2_99","4/26/24","SSID","Diseased_Margin","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B11","y","Diseased"
"84","042024_BEL_CBC_T2_1040_SSID","12_2_2024","52.2","","","042024","2_72","4/26/24","SSID","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Diseased"
"85","042024_BEL_CBC_T2_1144_MCAV","12_2_2024","75.1","","","042024","2_69","4/30/24","MCAV","Healthy","UML_NARWHAL_R5_B25","UML_NARWHAL_R2_B14","y","Healthy"
"86","042024_BEL_CBC_T3_942_PAST","12_3_2024","6.77","","","042024","3_34","4/25/24","PAST","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"87","042024_BEL_CBC_T3_944_SSID","12_3_2024","64.6","","","042024","3_33","4/25/24","SSID","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","DC"
"88","042024_BEL_CBC_T3_946_OFAV","12_3_2024","56.7","","","042024","3_39","4/25/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"89","042024_BEL_CBC_T3_947_MCAV","12_3_2024","134","","","042024","3_21","4/25/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"90","042024_BEL_CBC_T3_949_PSTR","12_3_2024","9.51","","","042024","3_70","4/25/24","PSTR","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"91","042024_BEL_CBC_T3_950_PSTR","12_3_2024","8.85","","","042024","3_20","4/25/24","PSTR","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"92","042024_BEL_CBC_T3_953_MCAV","12_3_2024","129","","","042024","3_14","4/25/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"93","042024_BEL_CBC_T3_955_OFAV","12_3_2024","155","","","042024","3_38","4/25/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"94","042024_BEL_CBC_T3_956_MCAV","12_3_2024","12.8","","","042024","3_2","4/25/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Diseased_Other"
"95","042024_BEL_CBC_T3_959_SSID","12_3_2024","21.5","","","042024","3_5","4/25/24","SSID","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"96","042024_BEL_CBC_T3_960_OFAV","12_3_2024","31.8","","","042024","3_66","4/25/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"97","042024_BEL_CBC_T4_1041_MCAV","12_3_2024","53.4","","","042024","4_30","4/26/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"98","042024_BEL_CBC_T4_1042_OFAV","12_3_2024","77.8","","","042024","4_78","4/26/24","OFAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"99","042024_BEL_CBC_T4_1044_PSTR","12_3_2024","13.2","","","042024","4_79","4/26/24","PSTR","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"100","042024_BEL_CBC_T4_1045_MCAV","12_3_2024","70.5","","","042024","4_76","4/26/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"101","042024_BEL_CBC_T4_1046_PSTR","12_3_2024","50.7","","","042024","4_98","4/26/24","PSTR","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"102","042024_BEL_CBC_T4_1047_MCAV","12_3_2024","72.4","","","042024","4_28","4/26/24","MCAV","Healthy","UML_NARWHAL_R5_B24","UML_NARWHAL_R2_B14","y","Healthy"
"103","052022_BEL_CBC_T1_1_PAST","2022","39.8","11_5_2024","UML_NARWHAL_R6_B27","052022","1_2","5/21/22","PAST","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B32,  UML_NARWHAL_R2_B35","y","Healthy"
"104","052022_BEL_CBC_T1_2_SSID","12_2_2024","7.73","","","052022","1_3","5/21/22","SSID","Diseased_Tissue","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B14, UML_NARWHAL_R2_B33","y","Diseased"
"105","052022_BEL_CBC_T1_34_PAST","8_19_2024","1.31","10_6_2024","UML_NARWHAL_R6_B30","052022","1_21","5/21/22","PAST","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"106","052022_BEL_CBC_T1_53_PAST","8_19_2024","1.75","10_6_2024","UML_NARWHAL_R6_B30","052022","1_13","5/21/22","PAST","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"107","052022_BEL_CBC_T1_54_MCAV","8_12_2024","0.361","10_6_2024","UML_NARWHAL_R6_B30","052022","1_24","5/21/22","MCAV","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B26","y","Healthy"
"108","052022_BEL_CBC_T1_55_PSTR","6_8_2023","9.4","10_6_2023","UML_NARWHAL_R6_B1","052022","1_12","5/21/22","PSTR","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B3","y","Healthy"
"109","052022_BEL_CBC_T1_62_MCAV","8_12_2024","0.538","10_6_2024","UML_NARWHAL_R6_B30","052022","1_24","5/25/22","MCAV","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B26","y","Healthy"
"110","052022_BEL_CBC_T1_63_OANN","7_16_2024","9.86","8_6_2024","UML_NARWHAL_R6_B27","052022","1_25","5/21/22","OANN","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B26","y","Healthy"
"111","052022_BEL_CBC_T2_1_SSID","12_4_2024","33.2","","","052022","2_73","5/22/22","SSID","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B15","y","Healthy"
"112","052022_BEL_CBC_T2_10_MCAV","2022","7.94","10_30_24","UML_NARWHAL_R6_B27","052022","2_60","5/22/22","MCAV","Healthy","Depleted_UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B35","y","Healthy"
"113","052022_BEL_CBC_T2_11_PAST","6_17_2022","15","11_6_2024","UML_NARWHAL_R6_B27","052022","2_57","5/22/22","PAST","Healthy","Depleted_UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B29, UML_NARHWAL_PINK","y","Healthy"
"114","052022_BEL_CBC_T2_12_MCAV","8_12_2024","0.902","10_6_2024","UML_NARWHAL_R6_B30","052022","2_55","5/22/22","MCAV","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B26","y","Healthy"
"115","052022_BEL_CBC_T2_3_SSID","1_13_2025","12.1","","","052022","2_72","5/22/22","SSID","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B15","y","CLB"
"116","052022_BEL_CBC_T2_4_MCAV","8_12_2024","0.094","10_6_2024","UML_NARWHAL_R6_B30","052022","2_69","5/22/22","MCAV","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B26","y","Healthy"
"117","052022_BEL_CBC_T2_5_PAST","9_11_2024","48.1","10_6_2024","UML_NARWHAL_R6_B30","052022","2_68","5/22/22","PAST","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B29","y","Healthy"
"118","052022_BEL_CBC_T2_59_OFAV","10_3_2023","73.7","10_16_2023","UML_NARWHAL_R2_B1","052022","2_76","5/24/22","OFAV","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B3","y","Healthy"
"119","052022_BEL_CBC_T2_71_OFAV","10_3_2023","98.8","10_16_2023","UML_NARWHAL_R6_B1","052022","2_79","5/24/22","OFAV","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B3","y","Healthy"
"120","052022_BEL_CBC_T2_9_PAST","9_11_2024","4.32","9_28_2024","UML_NARWHAL_R6_B30","052022","2_63","5/22/22","PAST","Healthy","UML_NARWHAL_R1_B8","UML_NARWHAL_R2_B29","y","Healthy"
"121","052022_BEL_CBC_T3_1_MCAV","6_15_2022","6","11_5_2024","all_sent_for_sequencing","052022","3_2","5/20/22","MCAV","Healthy","Depleted_UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B33","y","Healthy"
"122","052022_BEL_CBC_T3_11_PAST","8_19_2024","8.57","9_28_2024","UML_NARWHAL_R6_B30","052022","3_6","5/20/22","PAST","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34","y","Healthy"
"123","052022_BEL_CBC_T3_13_MCAV","6_15_2022","3","10_30_24","UML_NARWHAL_R6_B27","052022","3_14","5/20/22","MCAV","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B35","y","Healthy"
"124","052022_BEL_CBC_T3_15_PSTR","6_8_2023","13.3","10_6_2023","UML_NARWHAL_R6_B1","052022","3_20","5/20/22","PSTR","Healthy","Depleted_UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B3","y","Healthy"
"125","052022_BEL_CBC_T3_16_SSID","1_15_2025","21","","","052022","3_33","5/20/22","SSID","Healthy","UML_NARWHAL_R1_B3","UML_NARWHAL_R2_B15","y","Healthy"
